City Name,Service type,Stage,Action,Day,From Time,To Time,Amount,Passenger Location,Route Metric,"Month, Day, Year of Request Created Local",Condition Formating,NA%,Non Riders,DP,DP surge only,GMV,Requests with DP,Requests,Rides,max DP,min DP,NA%
Lima,Beat,Start,add_percent,Thursday,9:00,9:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,903.5,0,78,74,0,0,0
Lima,Beat,Start,add_percent,Thursday,9:30,10:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,7.352941176,5,0,,707,0,68,58,0,0,7.35
Lima,Beat,Start,add_percent,Thursday,10:00,10:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.225806452,2,0,,759,0,62,58,0,0,3.23
Lima,Beat,Start,add_percent,Thursday,10:30,11:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,459.5,0,44,41,0,0,0
Lima,Beat,Start,add_percent,Thursday,11:00,11:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,487,0,47,43,0,0,0
Lima,Beat,Start,add_percent,Thursday,11:30,12:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,454.5,0,41,40,0,0,0
Lima,Beat,Start,add_percent,Thursday,12:00,12:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,642.5,0,50,50,0,0,0
Lima,Beat,Start,add_percent,Thursday,12:30,13:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,421,0,37,35,0,0,0
Lima,Beat,Start,add_percent,Thursday,13:00,13:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,2.127659574,1,0,,529.5,0,47,45,0,0,2.13
Lima,Beat,Start,add_percent,Thursday,13:30,14:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,554,0,50,46,0,0,0
Lima,Beat,Start,add_percent,Thursday,14:00,14:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,329.5,0,35,30,0,0,0
Lima,Beat,Start,add_percent,Thursday,14:30,15:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,581,0,53,50,0,0,0
Lima,Beat,Start,add_percent,Thursday,15:00,15:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.921568627,2,0,,555,0,51,46,0,0,3.92
Lima,Beat,Start,add_percent,Thursday,15:30,16:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,519,0,52,47,0,0,0
Lima,Beat,Start,add_percent,Thursday,16:00,16:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.50877193,2,0,,635,0,57,54,0,0,3.51
Lima,Beat,Start,add_percent,Thursday,16:30,17:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,1.515151515,1,0,,786.5,0,66,60,0,0,1.52
Lima,Beat,Start,add_percent,Thursday,17:00,17:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,639.5,0,59,54,0,0,0
Lima,Beat,Start,add_percent,Thursday,17:30,18:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,1.639344262,1,0,,711.5,0,61,58,0,0,1.64
Lima,Beat,Start,add_percent,Thursday,18:00,18:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,2.941176471,2,0,,646,0,68,61,0,0,2.94
Lima,Beat,Start,add_percent,Thursday,18:30,19:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.174603175,2,0,,704,0,63,56,0,0,3.17
Lima,Beat,Start,add_percent,Thursday,19:00,19:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,5.813953488,5,0,,910,0,86,75,0,0,5.81
Lima,Beat,Start,add_percent,Thursday,19:30,20:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,1.470588235,1,0,,705,0,68,61,0,0,1.47
Lima,Beat,Start,add_percent,Thursday,20:00,20:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,675.5,0,57,56,0,0,0
Lima,Beat,Start,add_percent,Thursday,20:30,21:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.389830508,2,0,,644.5,0,59,54,0,0,3.39
Lima,Beat,Start,add_percent,Thursday,21:00,21:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",,0,0,0,,638,0,55,50,0,0,0
Lima,Beat,Start,add_percent,Thursday,21:30,22:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,1.449275362,1,0,,799,0,69,62,0,0,1.45
Lima,Beat,Start,add_percent,Thursday,22:00,22:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.703703704,3,0,,906,0,81,74,0,0,3.7
Lima,Beat,Start,add_percent,Thursday,22:30,23:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.333333333,2,0,,697,0,60,51,0,0,3.33
Lima,Beat,Start,add_percent,Thursday,23:00,23:30,,AELU,total_basic_fare <= 30000,"January 23, 2020",3rd,3.076923077,2,0,,706,0,65,59,0,0,3.08
Lima,Beat,Start,add_percent,Thursday,23:30,0:00,,AELU,total_basic_fare <= 30000,"January 23, 2020",,2.173913043,1,0,,522,0,46,43,0,0,2.17
Lima,Beat,Start,add_percent,Friday,0:00,0:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.960784314,1,0,,459,0,51,43,0,0,1.96
Lima,Beat,Start,add_percent,Friday,0:30,1:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,2.631578947,1,0,,399.5,0,38,34,0,0,2.63
Lima,Beat,Start,add_percent,Friday,1:00,1:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,339,0,32,30,0,0,0
Lima,Beat,Start,add_percent,Friday,1:30,2:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,196.5,0,20,18,0,0,0
Lima,Beat,Start,add_percent,Friday,2:00,2:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,5.263157895,1,0,,183,0,19,16,0,0,5.26
Lima,Beat,Start,add_percent,Friday,2:30,3:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,162,0,14,14,0,0,0
Lima,Beat,Start,add_percent,Friday,3:00,3:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,184.5,0,13,13,0,0,0
Lima,Beat,Start,add_percent,Friday,3:30,4:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,146.5,0,16,12,0,0,0
Lima,Beat,Start,add_percent,Friday,4:00,4:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,65.5,0,9,7,0,0,0
Lima,Beat,Start,add_percent,Friday,4:30,5:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,58.5,0,5,5,0,0,0
Lima,Beat,Start,add_percent,Friday,5:00,5:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,70.5,0,7,6,0,0,0
Lima,Beat,Start,add_percent,Friday,5:30,6:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,128.5,0,10,8,0,0,0
Lima,Beat,Start,add_percent,Friday,6:00,6:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,375,0,29,27,0,0,0
Lima,Beat,Start,add_percent,Friday,6:30,7:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,2.222222222,1,0,,562,0,45,43,0,0,2.22
Lima,Beat,Start,add_percent,Friday,7:00,7:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,4.054054054,3,0,,773.5,0,74,60,0,0,4.05
Lima,Beat,Start,add_percent,Friday,7:30,8:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,10,6,25,25,767,60,60,47,50,25,10
Lima,Beat,Start,add_percent,Friday,8:00,8:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,15.18987342,12,25,25,936.5,79,79,60,25,25,15.19
Lima,Beat,Start,add_percent,Friday,8:30,9:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,2.941176471,2,25,25,886.5,68,68,56,25,25,2.94
Lima,Beat,Start,add_percent,Friday,9:00,9:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,2.941176471,2,0,25,754.5,1,68,57,25,0,2.94
Lima,Beat,Start,add_percent,Friday,9:30,10:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,684,0,59,59,0,0,0
Lima,Beat,Start,add_percent,Friday,10:00,10:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.538461538,1,0,,703,0,65,60,0,0,1.54
Lima,Beat,Start,add_percent,Friday,10:30,11:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,676.5,0,66,60,0,0,0
Lima,Beat,Start,add_percent,Friday,11:00,11:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,391.5,0,36,36,0,0,0
Lima,Beat,Start,add_percent,Friday,11:30,12:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,601.5,0,49,46,0,0,0
Lima,Beat,Start,add_percent,Friday,12:00,12:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,431.5,0,40,39,0,0,0
Lima,Beat,Start,add_percent,Friday,12:30,13:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,437,0,41,35,0,0,0
Lima,Beat,Start,add_percent,Friday,13:00,13:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,552.5,0,51,47,0,0,0
Lima,Beat,Start,add_percent,Friday,13:30,14:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,717.5,0,68,60,0,0,0
Lima,Beat,Start,add_percent,Friday,14:00,14:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.694915254,1,0,,594,0,59,51,0,0,1.69
Lima,Beat,Start,add_percent,Friday,14:30,15:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,625.5,0,56,52,0,0,0
Lima,Beat,Start,add_percent,Friday,15:00,15:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,529,0,53,46,0,0,0
Lima,Beat,Start,add_percent,Friday,15:30,16:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.923076923,1,0,,614,0,52,47,0,0,1.92
Lima,Beat,Start,add_percent,Friday,16:00,16:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",,0,0,0,,882,0,71,65,0,0,0
Lima,Beat,Start,add_percent,Friday,16:30,17:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.333333333,1,0,,746.5,0,75,65,0,0,1.33
Lima,Beat,Start,add_percent,Friday,17:00,17:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.449275362,1,0,,749,0,69,63,0,0,1.45
Lima,Beat,Start,add_percent,Friday,17:30,18:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,3.174603175,2,0,,722,0,63,58,0,0,3.17
Lima,Beat,Start,add_percent,Friday,18:00,18:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.282051282,1,0,,954,0,78,76,0,0,1.28
Lima,Beat,Start,add_percent,Friday,18:30,19:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,2.5,2,0,,851.5,0,80,74,0,0,2.5
Lima,Beat,Start,add_percent,Friday,19:00,19:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,2.5,2,0,,803.5,0,80,69,0,0,2.5
Lima,Beat,Start,add_percent,Friday,19:30,20:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,4.615384615,3,0,,664,0,65,61,0,0,4.62
Lima,Beat,Start,add_percent,Friday,20:00,20:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,2.247191011,2,0,,988.5,0,89,81,0,0,2.25
Lima,Beat,Start,add_percent,Friday,20:30,21:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.149425287,1,0,,976.5,0,87,77,0,0,1.15
Lima,Beat,Start,add_percent,Friday,21:00,21:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,1.204819277,1,0,,999,0,83,77,0,0,1.2
Lima,Beat,Start,add_percent,Friday,21:30,22:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,0.884955752,1,0,,"1,333.50",0,113,104,0,0,0.88
Lima,Beat,Start,add_percent,Friday,22:00,22:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,3.333333333,4,0,,"1,298",0,120,110,0,0,3.33
Lima,Beat,Start,add_percent,Friday,22:30,23:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,8.333333333,10,0,,"1,294",0,120,101,0,0,8.33
Lima,Beat,Start,add_percent,Friday,23:00,23:30,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,7.627118644,9,2,25,"1,238",10,118,99,25,0,7.63
Lima,Beat,Start,add_percent,Friday,23:30,0:00,,AELU,total_basic_fare <= 30000,"January 24, 2020",3rd,6.896551724,8,13,25,"1,244",58,116,97,25,0,6.9
