City Name,Service type,Stage,Action,Day,From Time,To Time,Amount,Passenger Location,Route Metric,"Month, Day, Year of Request Created Local",DP,Requests,NA%,Non Riders
Lima,Beat,Start,add_percent,Sunday,20:00,20:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,48,0.0,0
Lima,Beat,Start,add_percent,Sunday,19:30,20:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,65,0.0,0
Lima,Beat,Start,add_percent,Sunday,19:00,19:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,67,2.985074627,2
Lima,Beat,Start,add_percent,Sunday,18:30,19:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,58,0.0,0
Lima,Beat,Start,add_percent,Sunday,18:00,18:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,59,1.694915254,1
Lima,Beat,Start,add_percent,Sunday,23:00,23:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,40,0.0,0
Lima,Beat,Start,add_percent,Sunday,17:00,17:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,54,0.0,0
Lima,Beat,Start,add_percent,Sunday,16:30,17:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,47,0.0,0
Lima,Beat,Start,add_percent,Sunday,16:00,16:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,56,1.785714286,1
Lima,Beat,Start,add_percent,Sunday,15:30,16:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,56,0.0,0
Lima,Beat,Start,add_percent,Sunday,15:00,15:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,55,0.0,0
Lima,Beat,Start,add_percent,Sunday,14:30,15:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,43,2.325581395,1
Lima,Beat,Start,add_percent,Sunday,14:00,14:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,63,3.174603175,2
Lima,Beat,Start,add_percent,Sunday,13:30,14:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,68,0.0,0
Lima,Beat,Start,add_percent,Sunday,13:00,13:30,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,68,1.470588235,1
Lima,Beat,Start,add_percent,Sunday,17:30,18:00,,AELU,total_basic_fare <= 30000,"November 17, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Monday,12:00,12:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,31,0.0,0
Lima,Beat,Start,add_percent,Monday,16:00,16:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,56,1.785714286,1
Lima,Beat,Start,add_percent,Monday,15:30,16:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,43,2.325581395,1
Lima,Beat,Start,add_percent,Monday,15:00,15:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Monday,12:30,13:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,35,0.0,0
Lima,Beat,Start,add_percent,Monday,14:00,14:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,43,0.0,0
Lima,Beat,Start,add_percent,Monday,13:30,14:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,33,0.0,0
Lima,Beat,Start,add_percent,Monday,13:00,13:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,31,0.0,0
Lima,Beat,Start,add_percent,Monday,16:30,17:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,47,0.0,0
Lima,Beat,Start,add_percent,Monday,14:30,15:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,36,0.0,0
Lima,Beat,Start,add_percent,Monday,17:00,17:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Monday,19:30,20:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,45,2.222222222,1
Lima,Beat,Start,add_percent,Monday,18:00,18:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,41,0.0,0
Lima,Beat,Start,add_percent,Monday,18:30,19:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,45,2.222222222,1
Lima,Beat,Start,add_percent,Monday,19:00,19:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,54,1.8518518519999998,1
Lima,Beat,Start,add_percent,Monday,20:00,20:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Monday,20:30,21:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Monday,21:00,21:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,56,1.785714286,1
Lima,Beat,Start,add_percent,Monday,21:30,22:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,42,4.7619047619999995,2
Lima,Beat,Start,add_percent,Monday,22:00,22:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,41,0.0,0
Lima,Beat,Start,add_percent,Monday,22:30,23:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,48,0.0,0
Lima,Beat,Start,add_percent,Monday,17:30,18:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,64,1.5625,1
Lima,Beat,Start,add_percent,Monday,11:30,12:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,30,0.0,0
Lima,Beat,Start,add_percent,Monday,23:30,0:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,27,3.7037037039999996,1
Lima,Beat,Start,add_percent,Monday,10:30,11:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Monday,11:00,11:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,40,0.0,0
Lima,Beat,Start,add_percent,Monday,0:00,0:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,35,2.857142857,1
Lima,Beat,Start,add_percent,Monday,0:30,1:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,18,0.0,0
Lima,Beat,Start,add_percent,Monday,1:00,1:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,25,4.0,1
Lima,Beat,Start,add_percent,Monday,1:30,2:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,14,0.0,0
Lima,Beat,Start,add_percent,Monday,2:00,2:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,9,0.0,0
Lima,Beat,Start,add_percent,Monday,2:30,3:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,11,0.0,0
Lima,Beat,Start,add_percent,Monday,3:00,3:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,6,0.0,0
Lima,Beat,Start,add_percent,Monday,3:30,4:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,4,0.0,0
Lima,Beat,Start,add_percent,Monday,4:00,4:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,10,0.0,0
Lima,Beat,Start,add_percent,Monday,4:30,5:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,7,0.0,0
Lima,Beat,Start,add_percent,Monday,23:00,23:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,44,0.0,0
Lima,Beat,Start,add_percent,Monday,5:30,6:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,7,0.0,0
Lima,Beat,Start,add_percent,Monday,6:00,6:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,40,5.0,2
Lima,Beat,Start,add_percent,Monday,6:30,7:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,44,6.818181817999999,3
Lima,Beat,Start,add_percent,Monday,7:00,7:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",25,65,13.84615385,9
Lima,Beat,Start,add_percent,Monday,7:30,8:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",37,69,17.39130435,12
Lima,Beat,Start,add_percent,Monday,8:00,8:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",25,84,10.71428571,9
Lima,Beat,Start,add_percent,Monday,10:00,10:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,36,0.0,0
Lima,Beat,Start,add_percent,Monday,8:30,9:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",25,68,1.470588235,1
Lima,Beat,Start,add_percent,Monday,9:00,9:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,77,3.896103896,3
Lima,Beat,Start,add_percent,Monday,9:30,10:00,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,59,0.0,0
Lima,Beat,Start,add_percent,Monday,5:00,5:30,,AELU,total_basic_fare <= 30000,"November 18, 2019",0,18,0.0,0
Lima,Beat,Start,add_percent,Tuesday,6:30,7:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,40,2.5,1
Lima,Beat,Start,add_percent,Tuesday,7:00,7:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",25,72,11.11111111,8
Lima,Beat,Start,add_percent,Tuesday,7:30,8:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",25,73,16.43835616,12
Lima,Beat,Start,add_percent,Tuesday,9:30,10:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,58,0.0,0
Lima,Beat,Start,add_percent,Tuesday,8:30,9:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",25,65,4.615384615,3
Lima,Beat,Start,add_percent,Tuesday,9:00,9:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,67,1.4925373130000001,1
Lima,Beat,Start,add_percent,Tuesday,6:00,6:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,25,0.0,0
Lima,Beat,Start,add_percent,Tuesday,10:00,10:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,54,1.8518518519999998,1
Lima,Beat,Start,add_percent,Tuesday,8:00,8:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",8,99,19.19191919,19
Lima,Beat,Start,add_percent,Tuesday,5:30,6:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,7,0.0,0
Lima,Beat,Start,add_percent,Tuesday,3:00,3:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,11,9.090909091,1
Lima,Beat,Start,add_percent,Tuesday,4:30,5:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,4,0.0,0
Lima,Beat,Start,add_percent,Tuesday,4:00,4:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,5,0.0,0
Lima,Beat,Start,add_percent,Tuesday,3:30,4:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,1,0.0,0
Lima,Beat,Start,add_percent,Tuesday,2:30,3:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,8,0.0,0
Lima,Beat,Start,add_percent,Tuesday,2:00,2:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,4,0.0,0
Lima,Beat,Start,add_percent,Tuesday,1:30,2:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,11,0.0,0
Lima,Beat,Start,add_percent,Tuesday,1:00,1:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,17,0.0,0
Lima,Beat,Start,add_percent,Tuesday,0:30,1:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,13,0.0,0
Lima,Beat,Start,add_percent,Tuesday,10:30,11:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,52,1.9230769230000002,1
Lima,Beat,Start,add_percent,Tuesday,0:00,0:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,16,6.25,1
Lima,Beat,Start,add_percent,Tuesday,5:00,5:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,6,0.0,0
Lima,Beat,Start,add_percent,Tuesday,11:00,11:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,40,0.0,0
Lima,Beat,Start,add_percent,Tuesday,17:30,18:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,59,0.0,0
Lima,Beat,Start,add_percent,Tuesday,12:00,12:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Tuesday,23:30,0:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,29,0.0,0
Lima,Beat,Start,add_percent,Tuesday,23:00,23:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,41,2.43902439,1
Lima,Beat,Start,add_percent,Tuesday,22:30,23:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,44,2.272727273,1
Lima,Beat,Start,add_percent,Tuesday,22:00,22:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,67,0.0,0
Lima,Beat,Start,add_percent,Tuesday,21:30,22:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,56,0.0,0
Lima,Beat,Start,add_percent,Tuesday,21:00,21:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,58,0.0,0
Lima,Beat,Start,add_percent,Tuesday,20:30,21:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,51,3.921568627,2
Lima,Beat,Start,add_percent,Tuesday,20:00,20:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,54,1.8518518519999998,1
Lima,Beat,Start,add_percent,Tuesday,19:30,20:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,62,0.0,0
Lima,Beat,Start,add_percent,Tuesday,11:30,12:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,37,0.0,0
Lima,Beat,Start,add_percent,Tuesday,19:00,19:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,72,2.777777778,2
Lima,Beat,Start,add_percent,Tuesday,18:00,18:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,61,4.918032787,3
Lima,Beat,Start,add_percent,Tuesday,17:00,17:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,69,0.0,0
Lima,Beat,Start,add_percent,Tuesday,16:30,17:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Tuesday,16:00,16:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,37,0.0,0
Lima,Beat,Start,add_percent,Tuesday,15:30,16:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Tuesday,15:00,15:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,37,0.0,0
Lima,Beat,Start,add_percent,Tuesday,14:30,15:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Tuesday,14:00,14:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Tuesday,13:30,14:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Tuesday,13:00,13:30,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,39,0.0,0
Lima,Beat,Start,add_percent,Tuesday,18:30,19:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,67,4.47761194,3
Lima,Beat,Start,add_percent,Tuesday,12:30,13:00,,AELU,total_basic_fare <= 30000,"November 19, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Saturday,23:30,0:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,85,1.176470588,1
Lima,Beat,Start,add_percent,Saturday,23:00,23:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,75,2.666666667,2
Lima,Beat,Start,add_percent,Saturday,22:30,23:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,113,0.884955752,1
Lima,Beat,Start,add_percent,Saturday,11:30,12:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,43,0.0,0
Lima,Beat,Start,add_percent,Saturday,12:00,12:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,52,0.0,0
Lima,Beat,Start,add_percent,Saturday,12:30,13:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,44,2.272727273,1
Lima,Beat,Start,add_percent,Saturday,13:00,13:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,51,1.960784314,1
Lima,Beat,Start,add_percent,Saturday,13:30,14:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,69,0.0,0
Lima,Beat,Start,add_percent,Saturday,14:00,14:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,54,0.0,0
Lima,Beat,Start,add_percent,Saturday,14:30,15:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,63,0.0,0
Lima,Beat,Start,add_percent,Saturday,15:00,15:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,50,0.0,0
Lima,Beat,Start,add_percent,Saturday,16:00,16:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,57,0.0,0
Lima,Beat,Start,add_percent,Saturday,16:30,17:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,56,0.0,0
Lima,Beat,Start,add_percent,Saturday,17:00,17:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,66,0.0,0
Lima,Beat,Start,add_percent,Saturday,17:30,18:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,69,0.0,0
Lima,Beat,Start,add_percent,Saturday,18:00,18:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,99,1.01010101,1
Lima,Beat,Start,add_percent,Saturday,18:30,19:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,78,2.564102564,2
Lima,Beat,Start,add_percent,Saturday,19:00,19:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,61,0.0,0
Lima,Beat,Start,add_percent,Saturday,19:30,20:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,69,0.0,0
Lima,Beat,Start,add_percent,Saturday,20:00,20:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,62,0.0,0
Lima,Beat,Start,add_percent,Saturday,20:30,21:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,72,0.0,0
Lima,Beat,Start,add_percent,Saturday,21:00,21:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,83,2.4096385540000003,2
Lima,Beat,Start,add_percent,Saturday,22:00,22:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,97,3.092783505,3
Lima,Beat,Start,add_percent,Saturday,21:30,22:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,73,1.369863014,1
Lima,Beat,Start,add_percent,Saturday,11:00,11:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,43,0.0,0
Lima,Beat,Start,add_percent,Saturday,10:30,11:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,51,0.0,0
Lima,Beat,Start,add_percent,Saturday,15:30,16:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,61,0.0,0
Lima,Beat,Start,add_percent,Saturday,10:00,10:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,45,0.0,0
Lima,Beat,Start,add_percent,Saturday,0:00,0:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,63,3.174603175,2
Lima,Beat,Start,add_percent,Saturday,0:30,1:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,48,0.0,0
Lima,Beat,Start,add_percent,Saturday,1:00,1:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,35,0.0,0
Lima,Beat,Start,add_percent,Saturday,1:30,2:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,35,0.0,0
Lima,Beat,Start,add_percent,Saturday,2:00,2:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,34,0.0,0
Lima,Beat,Start,add_percent,Saturday,2:30,3:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,22,0.0,0
Lima,Beat,Start,add_percent,Saturday,3:30,4:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,14,0.0,0
Lima,Beat,Start,add_percent,Saturday,4:00,4:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,18,0.0,0
Lima,Beat,Start,add_percent,Saturday,4:30,5:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,8,0.0,0
Lima,Beat,Start,add_percent,Saturday,5:00,5:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,11,0.0,0
Lima,Beat,Start,add_percent,Saturday,3:00,3:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,21,4.7619047619999995,1
Lima,Beat,Start,add_percent,Saturday,6:00,6:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,18,0.0,0
Lima,Beat,Start,add_percent,Saturday,6:30,7:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,28,0.0,0
Lima,Beat,Start,add_percent,Saturday,7:00,7:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,29,0.0,0
Lima,Beat,Start,add_percent,Saturday,7:30,8:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,47,0.0,0
Lima,Beat,Start,add_percent,Saturday,8:00,8:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Saturday,8:30,9:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,36,0.0,0
Lima,Beat,Start,add_percent,Saturday,9:00,9:30,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,62,0.0,0
Lima,Beat,Start,add_percent,Saturday,5:30,6:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,8,0.0,0
Lima,Beat,Start,add_percent,Saturday,9:30,10:00,,AELU,total_basic_fare <= 30000,"November 2, 2019",0,58,0.0,0
Lima,Beat,Start,add_percent,Wednesday,11:00,11:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,43,0.0,0
Lima,Beat,Start,add_percent,Wednesday,14:30,15:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,40,0.0,0
Lima,Beat,Start,add_percent,Wednesday,14:00,14:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,50,0.0,0
Lima,Beat,Start,add_percent,Wednesday,13:30,14:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,30,0.0,0
Lima,Beat,Start,add_percent,Wednesday,11:30,12:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,33,0.0,0
Lima,Beat,Start,add_percent,Wednesday,12:30,13:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,38,0.0,0
Lima,Beat,Start,add_percent,Wednesday,12:00,12:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Wednesday,15:00,15:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,41,0.0,0
Lima,Beat,Start,add_percent,Wednesday,13:00,13:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,41,0.0,0
Lima,Beat,Start,add_percent,Wednesday,15:30,16:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,42,0.0,0
Lima,Beat,Start,add_percent,Wednesday,20:00,20:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,57,1.754385965,1
Lima,Beat,Start,add_percent,Wednesday,16:30,17:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,58,0.0,0
Lima,Beat,Start,add_percent,Wednesday,17:00,17:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,43,0.0,0
Lima,Beat,Start,add_percent,Wednesday,17:30,18:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,65,3.076923077,2
Lima,Beat,Start,add_percent,Wednesday,18:00,18:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,79,2.53164557,2
Lima,Beat,Start,add_percent,Wednesday,18:30,19:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,64,3.125,2
Lima,Beat,Start,add_percent,Wednesday,19:00,19:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,77,3.896103896,3
Lima,Beat,Start,add_percent,Wednesday,19:30,20:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,60,0.0,0
Lima,Beat,Start,add_percent,Wednesday,21:00,21:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,67,0.0,0
Lima,Beat,Start,add_percent,Wednesday,20:30,21:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,58,0.0,0
Lima,Beat,Start,add_percent,Wednesday,23:30,0:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,40,2.5,1
Lima,Beat,Start,add_percent,Wednesday,16:00,16:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,49,0.0,0
Lima,Beat,Start,add_percent,Wednesday,10:00,10:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,48,0.0,0
Lima,Beat,Start,add_percent,Wednesday,10:30,11:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,38,0.0,0
Lima,Beat,Start,add_percent,Wednesday,9:00,9:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,76,3.947368421,3
Lima,Beat,Start,add_percent,Wednesday,23:00,23:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,59,0.0,0
Lima,Beat,Start,add_percent,Wednesday,22:30,23:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,58,1.724137931,1
Lima,Beat,Start,add_percent,Wednesday,21:30,22:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,55,1.8181818180000002,1
Lima,Beat,Start,add_percent,Wednesday,0:00,0:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,28,0.0,0
Lima,Beat,Start,add_percent,Wednesday,0:30,1:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,20,0.0,0
Lima,Beat,Start,add_percent,Wednesday,1:00,1:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,8,0.0,0
Lima,Beat,Start,add_percent,Wednesday,1:30,2:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,9,0.0,0
Lima,Beat,Start,add_percent,Wednesday,2:00,2:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,9,0.0,0
Lima,Beat,Start,add_percent,Wednesday,2:30,3:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,7,0.0,0
Lima,Beat,Start,add_percent,Wednesday,3:00,3:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,7,0.0,0
Lima,Beat,Start,add_percent,Wednesday,3:30,4:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,6,0.0,0
Lima,Beat,Start,add_percent,Wednesday,4:00,4:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,7,14.28571429,1
Lima,Beat,Start,add_percent,Wednesday,4:30,5:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,5,0.0,0
Lima,Beat,Start,add_percent,Wednesday,5:00,5:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,7,0.0,0
Lima,Beat,Start,add_percent,Wednesday,5:30,6:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,13,0.0,0
Lima,Beat,Start,add_percent,Wednesday,6:00,6:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,22,0.0,0
Lima,Beat,Start,add_percent,Wednesday,6:30,7:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,49,6.12244898,3
Lima,Beat,Start,add_percent,Wednesday,7:00,7:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",25,83,14.45783133,12
Lima,Beat,Start,add_percent,Wednesday,7:30,8:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",40,70,8.571428571,6
Lima,Beat,Start,add_percent,Wednesday,8:00,8:30,,AELU,total_basic_fare <= 30000,"November 20, 2019",25,91,4.395604396,4
Lima,Beat,Start,add_percent,Wednesday,8:30,9:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,88,5.681818182000001,5
Lima,Beat,Start,add_percent,Wednesday,9:30,10:00,,AELU,total_basic_fare <= 30000,"November 20, 2019",0,57,0.0,0
